variable,cf_category,category,age,label,block,hyp,ipw_var,ipw_pooled1,ipw_pooled2,ipw_pooled3,ipw_pooled4,only_abc,only_care
at_hts12y,Noncognitive Skills,Achenbach Behavior,12,Happiness T Score (Reported by Teacher),achenbach812,+,at_hts12y,m_age0y,apgar1,f_home0y,,0,0
at_lts12y,Noncognitive Skills,Achenbach Behavior,12,Learning T Score (Reported by Teacher),achenbach812,+,at_lts12y,m_age0y,apgar1,f_home0y,,0,0
ap_t_so8y,Noncognitive Skills,Achenbach Behavior,8,Social T Score (Reported by Mother),achenbach812,+,ap_t_so8y,hrabc_index,apgar1,cohort,,1,0
ap_t_so12y,Noncognitive Skills,Achenbach Behavior,12,Social T Score (Reported by Mother),achenbach812,+,,,,,,0,0
at_whts12y,Noncognitive Skills,Achenbach Behavior,12,Work Hard T Score (Reported by Teacher),achenbach812,+,at_whts12y,m_age0y,apgar1,f_home0y,,0,0
ap_t_ag8y,Noncognitive Skills,Achenbach Symptom T Score (Reported by Mother),8,Aggressive,achenbach_symptom_mother,-,ap_t_ag8y,hrabc_index,apgar1,cohort,,0,0
ap_t_ag12y,Noncognitive Skills,Achenbach Symptom T Score (Reported by Mother),12,Aggressive,achenbach_symptom_mother,-,,,,,,0,0
ap_t_dl8y,Noncognitive Skills,Achenbach Symptom T Score (Reported by Mother),8,Delinquent,achenbach_symptom_mother,-,ap_t_dl8y,hrabc_index,apgar1,cohort,,0,0
ap_t_dl12y,Noncognitive Skills,Achenbach Symptom T Score (Reported by Mother),12,Delinquent,achenbach_symptom_mother,-,,,,,,0,0
ap_t_dp8y,Noncognitive Skills,Achenbach Symptom T Score (Reported by Mother),8,Depressed,achenbach_symptom_mother,-,ap_t_dp8y,hrabc_index,apgar1,cohort,,0,0
ap_ex_t8y,Noncognitive Skills,Achenbach Symptom T Score (Reported by Mother),8,Externalizing,achenbach_symptom_mother,-,ap_ex_t8y,hrabc_index,apgar1,cohort,,0,0
ap_ex_t12y,Noncognitive Skills,Achenbach Symptom T Score (Reported by Mother),12,Externalizing,achenbach_symptom_mother,-,,,,,,0,0
ap_t_hy8y,Noncognitive Skills,Achenbach Symptom T Score (Reported by Mother),8,Hyperactive,achenbach_symptom_mother,-,ap_t_hy8y,hrabc_index,apgar1,cohort,,0,0
ap_in_t8y,Noncognitive Skills,Achenbach Symptom T Score (Reported by Mother),8,Internalizing,achenbach_symptom_mother,-,ap_in_t8y,hrabc_index,apgar1,cohort,,0,0
ap_in_t12y,Noncognitive Skills,Achenbach Symptom T Score (Reported by Mother),12,Internalizing,achenbach_symptom_mother,-,,,,,,0,0
ap_t_sz12y,Noncognitive Skills,Achenbach Symptom T Score (Reported by Mother),12,Schizoid,achenbach_symptom_mother,-,,,,,,0,0
ap_t_sc8y,Noncognitive Skills,Achenbach Symptom T Score (Reported by Mother),8,Somatic Complaints,achenbach_symptom_mother,-,ap_t_sc8y,hrabc_index,apgar1,cohort,,0,0
ap_t_sc12y,Noncognitive Skills,Achenbach Symptom T Score (Reported by Mother),12,Somatic Complaints,achenbach_symptom_mother,-,,,,,,0,0
at_t_ag12y,Noncognitive Skills,Achenbach Symptom T Score (Reported by Teacher),12,Aggressive,achenbach_symptom_teacher,-,at_t_ag12y,m_age0y,apgar1,f_home0y,,0,0
at_t_ax12y,Noncognitive Skills,Achenbach Symptom T Score (Reported by Teacher),12,Anxious,achenbach_symptom_teacher,-,at_t_ax12y,m_age0y,apgar1,f_home0y,,0,0
at_ex_t12y,Noncognitive Skills,Achenbach Symptom T Score (Reported by Teacher),12,Externalizing,achenbach_symptom_teacher,-,at_ex_t12y,m_age0y,apgar1,f_home0y,,0,0
at_t_im12y,Noncognitive Skills,Achenbach Symptom T Score (Reported by Teacher),12,Immature,achenbach_symptom_teacher,-,at_t_im12y,m_age0y,apgar1,f_home0y,,0,0
at_t_in12y,Noncognitive Skills,Achenbach Symptom T Score (Reported by Teacher),12,Inattentive,achenbach_symptom_teacher,-,at_t_in12y,m_age0y,apgar1,f_home0y,,0,0
at_in_t12y,Noncognitive Skills,Achenbach Symptom T Score (Reported by Teacher),12,Internalizing,achenbach_symptom_teacher,-,at_in_t12y,m_age0y,apgar1,f_home0y,,0,0
at_t_sd12y,Noncognitive Skills,Achenbach Symptom T Score (Reported by Teacher),12,Self-Destructive,achenbach_symptom_teacher,-,at_t_sd12y,m_age0y,apgar1,f_home0y,,0,0
at_t_sw12y,Noncognitive Skills,Achenbach Symptom T Score (Reported by Teacher),12,Socially Withdrawn,achenbach_symptom_teacher,-,at_t_sw12y,m_age0y,apgar1,f_home0y,,0,0
at_t_up12y,Noncognitive Skills,Achenbach Symptom T Score (Reported by Teacher),12,Unpopular,achenbach_symptom_teacher,-,at_t_up12y,m_age0y,apgar1,f_home0y,,0,0
cas_condeny12y,Noncognitive Skills,Child Assessment Schedule (CAS),12,Denies Any Worries,cas,-,,,,,,0,0
cas_selfamp12y,Noncognitive Skills,Child Assessment Schedule (CAS),12,Family Proud of You,cas,+,,,,,,0,0
cas_selinad12y,Noncognitive Skills,Child Assessment Schedule (CAS),12,"Feels Inadequate, Inferior",cas,-,,,,,,0,0
cas_seldesc12y,Noncognitive Skills,Child Assessment Schedule (CAS),12,Good Description of Self,cas,+,,,,,,0,0
cas_mbignor12y,Noncognitive Skills,Child Assessment Schedule (CAS),12,Ignores Situation,cas,-,,,,,,0,0
cas_mbimpul12y,Noncognitive Skills,Child Assessment Schedule (CAS),12,Impulsivity,cas,-,,,,,,0,0
cas_mbcope12y,Noncognitive Skills,Child Assessment Schedule (CAS),12,Not Cope with Problem,cas,-,,,,,,0,0
cas_mbothma12y,Noncognitive Skills,Child Assessment Schedule (CAS),12,Often Mad or Angry,cas,-,cas_mbothma12y,hrabc_index,apgar1,cohort,,0,0
cas_actpart12y,Noncognitive Skills,Child Assessment Schedule (CAS),12,Participates in Activity,cas,+,,,,,,0,0
cas_selprou12y,Noncognitive Skills,Child Assessment Schedule (CAS),12,Proud about Self,cas,+,,,,,,0,0
cas_anxfear12y,Noncognitive Skills,Child Assessment Schedule (CAS),12,Significant Fears,cas,-,,,,,,0,0
cas_actread12y,Noncognitive Skills,Child Assessment Schedule (CAS),12,Time spent reading,cas,+,,,,,,0,0
cas_selclum12y,Noncognitive Skills,Child Assessment Schedule (CAS),12,Views Self as Clumsy,cas,-,,,,,,0,0
cas_seldumb12y,Noncognitive Skills,Child Assessment Schedule (CAS),12,Views Self as Dumb,cas,-,,,,,,0,0
cas_selnpop12y,Noncognitive Skills,Child Assessment Schedule (CAS),12,Views Self as Not Liked,cas,-,,,,,,0,0
cas_mbwithd12y,Noncognitive Skills,Child Assessment Schedule (CAS),12,Withdraws Excessively,cas,-,,,,,,0,0
cbi_cr6y,Noncognitive Skills,Classroom Behavior Inventory (Part I),6,Creativity,cbi_pos,+,,,,,,0,0
cbi_cr7y,Noncognitive Skills,Classroom Behavior Inventory (Part I),7,Creativity,cbi_pos,+,cbi_cr7y,hrabc_index,apgar1,cohort,,0,0
cbi_cr8y,Noncognitive Skills,Classroom Behavior Inventory (Part I),8,Creativity,cbi_pos,+,,,,,,0,0
cbi_cr12y,Noncognitive Skills,Classroom Behavior Inventory (Part I),12,Creativity,cbi_pos,+,cbi_cr12y,m_age0y,apgar1,f_home0y,,0,0
cbi_ex6y,Noncognitive Skills,Classroom Behavior Inventory (Part I),6,Extraversion,cbi_pos,+,,,,,,0,0
cbi_ex7y,Noncognitive Skills,Classroom Behavior Inventory (Part I),7,Extraversion,cbi_pos,+,cbi_ex7y,hrabc_index,apgar1,cohort,,0,0
cbi_ex8y,Noncognitive Skills,Classroom Behavior Inventory (Part I),8,Extraversion,cbi_pos,+,,,,,,0,0
cbi_ex12y,Noncognitive Skills,Classroom Behavior Inventory (Part I),12,Extraversion,cbi_pos,+,cbi_ex12y,m_age0y,apgar1,f_home0y,,0,0
cbi_id6y,Noncognitive Skills,Classroom Behavior Inventory (Part I),6,Independence,cbi_pos,+,,,,,,0,0
cbi_id7y,Noncognitive Skills,Classroom Behavior Inventory (Part I),7,Independence,cbi_pos,+,cbi_id7y,hrabc_index,apgar1,cohort,,0,0
cbi_id8y,Noncognitive Skills,Classroom Behavior Inventory (Part I),8,Independence,cbi_pos,+,,,,,,0,0
cbi_id12y,Noncognitive Skills,Classroom Behavior Inventory (Part I),12,Independence,cbi_pos,+,cbi_id12y,hrabc_index,apgar1,prem_birth,,0,0
cbi_co6y,Noncognitive Skills,Classroom Behavior Inventory (Part I),6,Considerateness,cbi_pos,+,,,,,,0,0
cbi_co7y,Noncognitive Skills,Classroom Behavior Inventory (Part I),7,Considerateness,cbi_pos,+,cbi_co7y,hrabc_index,apgar1,cohort,,0,0
cbi_co8y,Noncognitive Skills,Classroom Behavior Inventory (Part I),8,Considerateness,cbi_pos,+,,,,,,0,0
cbi_co12y,Noncognitive Skills,Classroom Behavior Inventory (Part I),12,Considerateness,cbi_pos,+,cbi_co12y,hrabc_index,apgar1,prem_birth,,0,0
cbi_ta6y,Noncognitive Skills,Classroom Behavior Inventory (Part I),6,Task Orientation,cbi_pos,+,,,,,,0,0
cbi_ta7y,Noncognitive Skills,Classroom Behavior Inventory (Part I),7,Task Orientation,cbi_pos,+,cbi_ta7y,hrabc_index,apgar1,cohort,,0,0
cbi_ta8y,Noncognitive Skills,Classroom Behavior Inventory (Part I),8,Task Orientation,cbi_pos,+,,,,,,0,0
cbi_ta12y,Noncognitive Skills,Classroom Behavior Inventory (Part I),12,Task Orientation,cbi_pos,+,cbi_ta12y,m_age0y,apgar1,f_home0y,,0,0
cbi_ve6y,Noncognitive Skills,Classroom Behavior Inventory (Part I),6,Verbal Intelligence,cbi_pos,+,,,,,,0,0
cbi_ve7y,Noncognitive Skills,Classroom Behavior Inventory (Part I),7,Verbal Intelligence,cbi_pos,+,cbi_ve7y,hrabc_index,apgar1,cohort,,0,0
cbi_ve8y,Noncognitive Skills,Classroom Behavior Inventory (Part I),8,Verbal Intelligence,cbi_pos,+,,,,,,0,0
cbi_ve12y,Noncognitive Skills,Classroom Behavior Inventory (Part I),12,Verbal Intelligence,cbi_pos,+,cbi_ve12y,m_age0y,apgar1,f_home0y,,0,0
cbi_di6y,Noncognitive Skills,Classroom Behavior Inventory (Part II),6,Distractibility,cbi_neg,-,,,,,,0,0
cbi_di7y,Noncognitive Skills,Classroom Behavior Inventory (Part II),7,Distractibility,cbi_neg,-,cbi_di7y,hrabc_index,apgar1,cohort,,0,0
cbi_di8y,Noncognitive Skills,Classroom Behavior Inventory (Part II),8,Distractibility,cbi_neg,-,,,,,,0,0
cbi_di12y,Noncognitive Skills,Classroom Behavior Inventory (Part II),12,Distractibility,cbi_neg,-,cbi_di12y,m_age0y,apgar1,f_home0y,,0,0
cbi_ho6y,Noncognitive Skills,Classroom Behavior Inventory (Part II),6,Hostility,cbi_neg,-,,,,,,0,0
cbi_ho7y,Noncognitive Skills,Classroom Behavior Inventory (Part II),7,Hostility,cbi_neg,-,cbi_ho7y,hrabc_index,apgar1,cohort,,0,0
cbi_ho8y,Noncognitive Skills,Classroom Behavior Inventory (Part II),8,Hostility,cbi_neg,-,,,,,,0,0
cbi_ho12y,Noncognitive Skills,Classroom Behavior Inventory (Part II),12,Hostility,cbi_neg,-,cbi_ho12y,m_age0y,apgar1,f_home0y,,0,0
cbi_de6y,Noncognitive Skills,Classroom Behavior Inventory (Part II),6,Dependence,cbi_neg,-,,,,,,0,0
cbi_de7y,Noncognitive Skills,Classroom Behavior Inventory (Part II),7,Dependence,cbi_neg,-,cbi_de7y,hrabc_index,apgar1,cohort,,0,0
cbi_de8y,Noncognitive Skills,Classroom Behavior Inventory (Part II),8,Dependence,cbi_neg,-,,,,,,0,0
cbi_de12y,Noncognitive Skills,Classroom Behavior Inventory (Part II),12,Dependence,cbi_neg,-,cbi_de12y,hrabc_index,apgar1,prem_birth,,0,0
cbi_iv6y,Noncognitive Skills,Classroom Behavior Inventory (Part II),6,Introversion,cbi_neg,-,,,,,,0,0
cbi_iv7y,Noncognitive Skills,Classroom Behavior Inventory (Part II),7,Introversion,cbi_neg,-,cbi_iv7y,hrabc_index,apgar1,cohort,,0,0
cbi_iv8y,Noncognitive Skills,Classroom Behavior Inventory (Part II),8,Introversion,cbi_neg,-,,,,,,0,0
cbi_iv12y,Noncognitive Skills,Classroom Behavior Inventory (Part II),12,Introversion,cbi_neg,-,cbi_iv12y,m_age0y,apgar1,f_home0y,,0,0
easy_temp,Noncognitive Skills,"Emotional, Activity, Sociability, Impulsivity Survey",8,Activity - tempo,easi,-,,,,,,0,0
easy_vig,Noncognitive Skills,"Emotional, Activity, Sociability, Impulsivity Survey",8,Activity - vigor,easi,+,,,,,,0,0
easy_ang,Noncognitive Skills,"Emotional, Activity, Sociability, Impulsivity Survey",8,Emotionality - anger,easi,-,,,,,,0,0
easy_fear,Noncognitive Skills,"Emotional, Activity, Sociability, Impulsivity Survey",8,Emotionality - fear,easi,-,,,,,,0,0
easy_gen,Noncognitive Skills,"Emotional, Activity, Sociability, Impulsivity Survey",8,Emotionality - general,easi,-,,,,,,0,0
easy_cont,Noncognitive Skills,"Emotional, Activity, Sociability, Impulsivity Survey",8,Impulsitivity - control,easi,-,,,,,,0,0
easy_deci,Noncognitive Skills,"Emotional, Activity, Sociability, Impulsivity Survey",8,Impulsitivity - decisive,easi,-,,,,,,0,0
easy_pers,Noncognitive Skills,"Emotional, Activity, Sociability, Impulsivity Survey",8,Impulsitivity - perservere,easi,-,,,,,,0,0
easy_sens,Noncognitive Skills,"Emotional, Activity, Sociability, Impulsivity Survey",8,Impulsitivity - sensation,easi,-,,,,,,0,0
easy_soci,Noncognitive Skills,"Emotional, Activity, Sociability, Impulsivity Survey",8,Sociablity,easi,+,,,,,,0,0
hic_ath12y,Noncognitive Skills,Harter,12,Perceived athletic competence,harter,+,hic_ath12y,apgar5,m_married0y,cohort,,0,0
hic_ath15y,Noncognitive Skills,Harter,15,Perceived athletic competence,harter,+,,,,,,1,0
hic_beh12y,Noncognitive Skills,Harter,12,Perceived behavioral conduct,harter,+,hic_beh12y,apgar5,m_married0y,cohort,,0,0
hic_phy12y,Noncognitive Skills,Harter,12,Perceived physical appearance,harter,+,hic_phy12y,apgar5,m_married0y,cohort,,0,0
hic_phy15y,Noncognitive Skills,Harter,15,Perceived physical appearance,harter,+,,,,,,1,0
hic_soc12y,Noncognitive Skills,Harter,12,Perceived social acceptance,harter,+,hic_soc12y,apgar5,m_married0y,cohort,,0,0
hic_soc15y,Noncognitive Skills,Harter,15,Perceived social acceptance,harter,+,,,,,,1,0
hic_sch12y,Noncognitive Skills,Harter,12,Perceived scholastic competence,harter,+,hic_sch12y,apgar5,m_married0y,cohort,,0,0
hic_sch15y,Noncognitive Skills,Harter,15,Perceived scholastic competence,harter,+,,,,,,1,0
hcc_cog12y,Noncognitive Skills,Harter,12,Perceived cognitive competence,harter,+,,,,,,0,0
hcc_est12y,Noncognitive Skills,Harter,12,Perceived self-esteem competence,harter,+,,,,,,0,0
hcc_phy12y,Noncognitive Skills,Harter,12,Perceived physical competence,harter,+,,,,,,0,0
hcc_soc12y,Noncognitive Skills,Harter,12,Perceived social competence,harter,+,,,,,,0,0
hcc_con15y,Noncognitive Skills,Harter,15,Perceived conduct/morality,harter,+,,,,,,1,0
hcc_frnd15y,Noncognitive Skills,Harter,15,Perceived close friendship,harter,+,,,,,,1,0
hcc_job15y,Noncognitive Skills,Harter,15,Perceived job competence,harter,+,,,,,,1,0
hcc_rom15y,Noncognitive Skills,Harter,15,Perceived romance,harter,+,,,,,,1,0
hct_cog12y,Cognitive Skills,Harter,12,Teacher perceived cognitive competence score,harter,+,hct_cog12y,m_age0y,apgar1,prem_birth,,0,0
hct_est12y,Noncognitive Skills,Harter,12,Teacher perceived self-esteem score,harter,+,hct_est12y,m_age0y,apgar1,m_teen0y,,0,0
hct_phy12y,Noncognitive Skills,Harter,12,Teacher perceived physical competence score,harter,+,hct_phy12y,m_age0y,apgar1,apgar5,,0,0
hct_soc12y,Noncognitive Skills,Harter,12,Teacher perceived social competence score,harter,+,hct_soc12y,m_age0y,apgar1,m_teen0y,,0,0
hct_sk112y,Cognitive Skills,Harter,12,Teacher perceived intellectual competence,harter,+,hct_sk112y,m_age0y,apgar1,m_teen0y,,0,0
hct_sk212y,Noncognitive Skills,Harter,12,Teacher perceived social competence,harter,+,hct_sk212y,m_age0y,apgar1,m_teen0y,,0,0
hct_sk312y,Noncognitive Skills,Harter,12,Teacher perceived physical competence,harter,+,hct_sk312y,m_age0y,apgar1,m_teen0y,,0,0
mtrt_con8y,Noncognitive Skills,Parent as Educator,8,Considerateness,pei_interview,+,mtrt_con8y,apgar1,apgar5,cohort,,0,0
mtrt_ext8y,Noncognitive Skills,Parent as Educator,8,Extraversion,pei_interview,+,mtrt_ext8y,hrabc_index,apgar5,cohort,,0,0
mtrt_tsk8y,Noncognitive Skills,Parent as Educator,8,Task Orientation,pei_interview,+,mtrt_tsk8y,apgar1,apgar5,cohort,,0,0
msai_grm8y,Noncognitive Skills,Parent as Educator (Reported by Mother),8,Grooming,pei_mother,+,msai_grm8y,apgar1,apgar5,cohort,,0,0
msai_rel8y,Noncognitive Skills,Parent as Educator (Reported by Mother),8,Relation with adults,pei_mother,+,msai_rel8y,apgar1,apgar5,cohort,,0,0
msai_vrb8y,Noncognitive Skills,Parent as Educator (Reported by Mother),8,Verbal/artistic expressiveness,pei_mother,+,msai_vrb8y,apgar1,apgar5,cohort,,0,0
kr_withd2y,Noncognitive Skills,Kohn and Rosman: Anxious/Withdrawn,2,Anxious/Withdrawn,kr_anxious,-,kr_withd2y,m_age0y,apgar1,cohort,,0,0
kr_withd2y6m,Noncognitive Skills,Kohn and Rosman: Anxious/Withdrawn,2.5,Anxious/Withdrawn,kr_anxious,-,,,,,,0,1
kr_withd3y,Noncognitive Skills,Kohn and Rosman: Anxious/Withdrawn,3,Anxious/Withdrawn,kr_anxious,-,,,,,,0,0
kr_withd3y6m,Noncognitive Skills,Kohn and Rosman: Anxious/Withdrawn,3.5,Anxious/Withdrawn,kr_anxious,-,,,,,,0,1
kr_withd4y,Noncognitive Skills,Kohn and Rosman: Anxious/Withdrawn,4,Anxious/Withdrawn,kr_anxious,-,,,,,,0,0
kr_withd4y6m,Noncognitive Skills,Kohn and Rosman: Anxious/Withdrawn,4.5,Anxious/Withdrawn,kr_anxious,-,,,,,,0,1
kr_withd5y,Noncognitive Skills,Kohn and Rosman: Anxious/Withdrawn,5,Anxious/Withdrawn,kr_anxious,-,,,,,,0,0
kr_withd6y,Noncognitive Skills,Kohn and Rosman: Anxious/Withdrawn,6,Anxious/Withdrawn,kr_anxious,-,,,,,,0,1
kr_withd6y6m,Noncognitive Skills,Kohn and Rosman: Anxious/Withdrawn,6.5,Anxious/Withdrawn,kr_anxious,-,,,,,,0,0
kr_withd7y,Noncognitive Skills,Kohn and Rosman: Anxious/Withdrawn,7,Anxious/Withdrawn,kr_anxious,-,kr_withd7y,hrabc_index,apgar5,prem_birth,,0,0
kr_withd8y,Noncognitive Skills,Kohn and Rosman: Anxious/Withdrawn,8,Anxious/Withdrawn,kr_anxious,-,,,,,,0,0
kr_withd12y,Noncognitive Skills,Kohn and Rosman: Anxious/Withdrawn,12,Anxious/Withdrawn,kr_anxious,-,,,,,,0,0
kr_att2y,Noncognitive Skills,Kohn and Rosman: Attentive/Cooperative,2,Attentive/Cooperative,kr_attentive,+,kr_att2y,m_age0y,apgar1,cohort,,0,0
kr_att2y6m,Noncognitive Skills,Kohn and Rosman: Attentive/Cooperative,2.5,Attentive/Cooperative,kr_attentive,+,,,,,,0,1
kr_att3y,Noncognitive Skills,Kohn and Rosman: Attentive/Cooperative,3,Attentive/Cooperative,kr_attentive,+,,,,,,0,0
kr_att3y6m,Noncognitive Skills,Kohn and Rosman: Attentive/Cooperative,3.5,Attentive/Cooperative,kr_attentive,+,,,,,,0,1
kr_att4y,Noncognitive Skills,Kohn and Rosman: Attentive/Cooperative,4,Attentive/Cooperative,kr_attentive,+,,,,,,0,0
kr_att4y6m,Noncognitive Skills,Kohn and Rosman: Attentive/Cooperative,4.5,Attentive/Cooperative,kr_attentive,+,,,,,,0,1
kr_att5y,Noncognitive Skills,Kohn and Rosman: Attentive/Cooperative,5,Attentive/Cooperative,kr_attentive,+,,,,,,0,0
kr_att6y,Noncognitive Skills,Kohn and Rosman: Attentive/Cooperative,6,Attentive/Cooperative,kr_attentive,+,,,,,,0,1
kr_att6y6m,Noncognitive Skills,Kohn and Rosman: Attentive/Cooperative,6.5,Attentive/Cooperative,kr_attentive,+,,,,,,0,0
kr_att7y,Noncognitive Skills,Kohn and Rosman: Attentive/Cooperative,7,Attentive/Cooperative,kr_attentive,+,kr_att7y,hrabc_index,apgar5,prem_birth,,0,0
kr_att8y,Noncognitive Skills,Kohn and Rosman: Attentive/Cooperative,8,Attentive/Cooperative,kr_attentive,+,,,,,,0,0
kr_att12y,Noncognitive Skills,Kohn and Rosman: Attentive/Cooperative,12,Attentive/Cooperative,kr_attentive,+,,,,,,0,0
kr_conf2y,Noncognitive Skills,Kohn and Rosman: Confident/Friendly,2,Confident/Friendly,kr_confident,+,kr_conf2y,m_age0y,apgar1,cohort,,0,0
kr_conf2y6m,Noncognitive Skills,Kohn and Rosman: Confident/Friendly,2.5,Confident/Friendly,kr_confident,+,,,,,,0,1
kr_conf3y,Noncognitive Skills,Kohn and Rosman: Confident/Friendly,3,Confident/Friendly,kr_confident,+,,,,,,0,0
kr_conf3y6m,Noncognitive Skills,Kohn and Rosman: Confident/Friendly,3.5,Confident/Friendly,kr_confident,+,,,,,,0,1
kr_conf4y,Noncognitive Skills,Kohn and Rosman: Confident/Friendly,4,Confident/Friendly,kr_confident,+,,,,,,0,0
kr_conf4y6m,Noncognitive Skills,Kohn and Rosman: Confident/Friendly,4.5,Confident/Friendly,kr_confident,+,,,,,,0,1
kr_conf5y,Noncognitive Skills,Kohn and Rosman: Confident/Friendly,5,Confident/Friendly,kr_confident,+,,,,,,0,0
kr_conf6y,Noncognitive Skills,Kohn and Rosman: Confident/Friendly,6,Confident/Friendly,kr_confident,+,,,,,,0,1
kr_conf6y6m,Noncognitive Skills,Kohn and Rosman: Confident/Friendly,6.5,Confident/Friendly,kr_confident,+,,,,,,0,0
kr_conf7y,Noncognitive Skills,Kohn and Rosman: Confident/Friendly,7,Confident/Friendly,kr_confident,+,kr_conf7y,hrabc_index,apgar5,prem_birth,,0,0
kr_conf8y,Noncognitive Skills,Kohn and Rosman: Confident/Friendly,8,Confident/Friendly,kr_confident,+,,,,,,0,0
kr_conf12y,Noncognitive Skills,Kohn and Rosman: Confident/Friendly,12,Confident/Friendly,kr_confident,+,,,,,,0,0
kr_dsts2y,Noncognitive Skills,Kohn and Rosman: Distractible/Disruptive,2,Distractible/Disruptive,kr_distract,-,kr_dsts2y,m_age0y,apgar1,cohort,,0,0
kr_dsts2y6m,Noncognitive Skills,Kohn and Rosman: Distractible/Disruptive,2.5,Distractible/Disruptive,kr_distract,-,,,,,,0,1
kr_dsts3y,Noncognitive Skills,Kohn and Rosman: Distractible/Disruptive,3,Distractible/Disruptive,kr_distract,-,,,,,,0,0
kr_dsts3y6m,Noncognitive Skills,Kohn and Rosman: Distractible/Disruptive,3.5,Distractible/Disruptive,kr_distract,-,,,,,,0,1
kr_dsts4y,Noncognitive Skills,Kohn and Rosman: Distractible/Disruptive,4,Distractible/Disruptive,kr_distract,-,,,,,,0,0
kr_dsts4y6m,Noncognitive Skills,Kohn and Rosman: Distractible/Disruptive,4.5,Distractible/Disruptive,kr_distract,-,,,,,,0,1
kr_dsts5y,Noncognitive Skills,Kohn and Rosman: Distractible/Disruptive,5,Distractible/Disruptive,kr_distract,-,,,,,,0,0
kr_dsts6y,Noncognitive Skills,Kohn and Rosman: Distractible/Disruptive,6,Distractible/Disruptive,kr_distract,-,,,,,,0,1
kr_dsts6y6m,Noncognitive Skills,Kohn and Rosman: Distractible/Disruptive,6.5,Distractible/Disruptive,kr_distract,-,,,,,,0,0
kr_dsts7y,Noncognitive Skills,Kohn and Rosman: Distractible/Disruptive,7,Distractible/Disruptive,kr_distract,-,kr_dsts7y,hrabc_index,apgar5,prem_birth,,0,0
kr_dsts8y,Noncognitive Skills,Kohn and Rosman: Distractible/Disruptive,8,Distractible/Disruptive,kr_distract,-,,,,,,0,0
kr_dsts12y,Noncognitive Skills,Kohn and Rosman: Distractible/Disruptive,12,Distractible/Disruptive,kr_distract,-,,,,,,0,0
tsai_grm7y6m,Noncognitive Skills,SAI (Reported by Teacher),7.5,Grooming,sai,+,tsai_grm7y6m,hrabc_index,apgar1,apgar5,,1,0
tsai_grm8y,Noncognitive Skills,SAI (Reported by Teacher),8,Grooming,sai,+,tsai_grm8y,hrabc_index,apgar1,cohort,,1,0
tsai_grm8y6m,Noncognitive Skills,SAI (Reported by Teacher),8.5,Grooming,sai,+,,,,,,0,1
tsai_grm9y,Noncognitive Skills,SAI (Reported by Teacher),9,Grooming,sai,+,,,,,,0,1
tsai_rel7y6m,Noncognitive Skills,SAI (Reported by Teacher),7.5,Relation with adults,sai,+,tsai_rel7y6m,hrabc_index,apgar1,apgar5,,1,0
tsai_rel8y,Noncognitive Skills,SAI (Reported by Teacher),8,Relation with adults,sai,+,tsai_rel8y,hrabc_index,apgar1,cohort,,1,0
tsai_rel8y6m,Noncognitive Skills,SAI (Reported by Teacher),8.5,Relation with adults,sai,+,,,,,,0,1
tsai_rel9y,Noncognitive Skills,SAI (Reported by Teacher),9,Relation with adults,sai,+,,,,,,0,1
tsai_vrb7y6m,Noncognitive Skills,Noncognitive,7.5,Verbal/artistic expressiveness,sai,+,tsai_vrb7y6m,hrabc_index,apgar1,apgar5,,1,0
tsai_vrb8y,Noncognitive Skills,Noncognitive,8,Verbal/artistic expressiveness,sai,+,tsai_vrb8y,hrabc_index,apgar1,cohort,,1,0
tsai_vrb8y6m,Noncognitive Skills,Noncognitive,8.5,Verbal/artistic expressiveness,sai,+,,,,,,0,1
tsai_vrb9y,Noncognitive Skills,Noncognitive,9,Verbal/artistic expressiveness,sai,+,,,,,,0,1
wlkr_act8y,Noncognitive Skills,Walker Problem Behavior Checklist,8,Acting Out,wlkr,-,wlkr_act8y,hrabc_index,apgar1,cohort,,0,0
wlkr_dst8y,Noncognitive Skills,Walker Problem Behavior Checklist,8,Distractibility,wlkr,-,wlkr_dst8y,hrabc_index,apgar1,cohort,,0,0
wlkr_peer8y,Noncognitive Skills,Walker Problem Behavior Checklist,8,Disturbed Peer Relation,wlkr,-,wlkr_peer8y,hrabc_index,apgar1,cohort,,0,0
wlkr_immt8y,Noncognitive Skills,Walker Problem Behavior Checklist,8,Immaturity,wlkr,-,wlkr_immt8y,hrabc_index,apgar1,cohort,,0,0
wlkr_withd8y,Noncognitive Skills,Walker Problem Behavior Checklist,8,Withdrawal,wlkr,-,wlkr_withd8y,hrabc_index,apgar1,cohort,,0,0
bmi0y,Childhood Health,Childhood and Adolescence Physical Health,0,Body Mass Index (BMI),bmi_child,-,,,,,,1,0
bmi0y3m,Childhood Health,Childhood and Adolescence Physical Health,0.25,Body Mass Index (BMI),bmi_child,-,,,,,,1,0
bmi0y6m,Childhood Health,Childhood and Adolescence Physical Health,0.5,Body Mass Index (BMI),bmi_child,-,,,,,,0,0
bmi0y9m,Childhood Health,Childhood and Adolescence Physical Health,0.75,Body Mass Index (BMI),bmi_child,-,bmi0y9m,hrabc_index,apgar5,cohort,,1,0
bmi1y,Childhood Health,Childhood and Adolescence Physical Health,1,Body Mass Index (BMI),bmi_child,-,,,,,,0,0
bmi1y6m,Childhood Health,Childhood and Adolescence Physical Health,1.5,Body Mass Index (BMI),bmi_child,-,,,,,,0,0
